Code,Fund_Name,latest_price,fund_house,currency,Fund_class_inception_date,Fund_size_Million_currency,Fund_size_Million_amount,Fund_size_Million_date,HSBC_risk_level,fiftytwoweek_range_currency,fiftytwoweek_range_min,fiftytwoweek_range_max,HSBC_investment_category,Investment_style,Investment_instrument,Annualised_return,Morningstar_rating_out_of_five,HSBC_initial_charge,Annual_management_fee_max,HSBC_min_investment_amount_unit,HSBC_min_investment_amount,HSBC_min_investment_amount_USD,Annualised_returns: 1 month,Annualised_returns: 3 month,Annualised_returns: 6 month,Annualised_returns: 1 year,Annualised_returns: 3 year,Annualised_returns: 5 year,Annualised_returns: 10 year,Asset allocation: Stock,Asset allocation: Bond,Asset allocation: Cash,Asset allocation: Cash & Equivalents,Asset allocation: Derivative,Asset allocation: Others,Financial Services,Real Estate,Corporate,Healthcare,Utilities,Basic Materials,Communication Services,Energy,Consumer Cyclical,Industrials,Securitized,Government,Consumer Defensive,Technology,United States,Latin America,Canada,United Kingdom,Europe - Emerging,Europe - ex Euro,Eurozone,Australasia,Asia - Developed,Asia - Emerging,Middle East,Japan,Africa,Equity_holdings_sector_max,Equity_holdings_country_max
U62904,HSBC GIF - INDIA FIXED INCOME (CLASS AM3O-AUDH-MD-C) U62904,9.488,HSBC Global Asset Management  (Hong Kong) Limited,AUD,2018-08-29,USD,712.9,2022-01-25,4,AUD,9.428,10.13,Asian Fixed Income,"Bond, Cash, Others",Monthly,0.0361,,0.02,0.011,AUD,1500.0,1065.0,0.0011,0.005,0.0056999999999999,-0.0072,0.0395,,,0.0,0.9582,0.0413,0.0394,0.0019,0.0005,0.0,0.0,0.1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9383,0.0199,0.0,0.0,Government,Asia - Emerging
U62885,HSBC GIF Global High Income Bond (AM3-RMBH-MD-C) U62885,9.638,HSBC Global Asset Management  (Hong Kong) Limited,CNY,2018-04-19,USD,1217.89,2022-01-25,3,CNY,9.61,10.373,Global Fixed Income,"Bond, Cash, Others",Monthly,0.0721,,0.02,0.0125,CNY,10000.0,1600.0,-0.0189,-0.0197999999999999,-0.0264,-0.0056,0.0561,,,0.0,0.8429,0.138,0.135,0.0,0.019,0.0,0.0,0.6673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1279,0.1476,0.0,0.0,0.29,0.131,0.006,0.0269,0.0258,0.0201,0.1805,0.0136,0.009,0.0745,0.0327,0.003,0.0295,Corporate,United States
U62866,HSBC Asia Pacific ex Japan Equity High Dividend (AM3O-RMBH-MDIST-CASH) U62866,10.371,HSBC Global Asset Management  (Hong Kong) Limited,CNY,2018-03-19,USD,377.54,2022-01-25,5,CNY,9.909,11.471,Asia Pacific Ex-Japan Equity - Broad,Value,"Stock, Bond, Cash, Others",0.1315,,0.03,0.015,CNY,10000.0,1600.0,0.0129,0.0149,0.0194,-0.0093,0.1148,,,0.9485,0.0004,0.0509,0.0,0.0,0.0002,0.2454,0.0605,0.0,0.0,0.0154,0.0986,0.1531,0.0,0.0103,0.0208,0.0,0.0,0.0426,0.3016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1072,0.4659,0.3754,0.0,0.0,0.0,Technology,Asia - Developed
U62536,JPM ASIA PACIFIC INCOME - A (MDIST CASH) - HKD U62536,12.85,J.P. Morgan Asset Management,HKD,2012-05-25,USD,2046.54,2022-01-25,3,HKD,12.71,13.62,Multi-Asset - Asia,Value,"Stock, Bond, Cash, Others",0.0732,3.0,0.03,0.015,HKD,10000.0,1300.0,-0.0004,0.0014,-0.0081,-0.0089,0.0561,0.0545,,0.5678,0.3859,0.0248,0.0248,0.0,0.0215,0.1693,0.0338,0.3487,0.0003,0.0199,0.0273,0.0429,0.0146,0.0541,0.0266,0.0,0.0587,0.0376,0.1415,0.0027,0.0,0.0,0.0178,0.0,0.0,0.0,0.0814,0.0886,0.2973,0.0,0.0,0.0,Corporate,Asia - Emerging
U62388,HSBC Portfolios - World Selection 1 (AC) - HKD U62388,119.384,HSBC Global Asset Management  (Hong Kong) Limited,HKD,2010-09-13,USD,461.11,2022-01-25,1,HKD,118.509,122.941,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.0557,4.0,0.03,0.01,HKD,10000.0,1300.0,-0.0212,-0.0185,-0.0223,-0.0098999999999999,0.038,0.0346,0.0348,0.1912,0.6456,0.1033,0.1007,0.0,0.0599,0.0397,0.0193,0.1992,0.0166,0.0046,0.0094,0.0141,0.0079,0.0199,0.0199,0.0402,0.4696,0.0104,0.0362,0.1036,0.0196,0.0085,0.0529,0.0011,0.0093,0.1908,0.0536,0.0079,0.024,0.0011,0.0782,0.0042,Government,Eurozone
U62613,HSBC Portfolios - World Selection 1 (AM-HKD-MDIST-CASH) U62613,10.3558,HSBC Global Asset Management  (Hong Kong) Limited,HKD,2014-07-01,USD,461.11,2022-01-25,1,HKD,10.3558,10.7396,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.0556,3.0,0.03,0.01,HKD,10000.0,1300.0,-0.0212,-0.0186,-0.0223,-0.0098999999999999,0.0379,0.0344,,0.1912,0.6456,0.1033,0.1007,0.0,0.0599,0.0397,0.0193,0.1992,0.0166,0.0046,0.0094,0.0141,0.0079,0.0199,0.0199,0.0402,0.4696,0.0104,0.0362,0.1036,0.0196,0.0085,0.0529,0.0011,0.0093,0.1908,0.0536,0.0079,0.024,0.0011,0.0782,0.0042,Government,Eurozone
U62923,Schroder ISF - Global Credit Income (A-DIST-USD-MF-C) U62923,99.1797,Schroder Investment Management (HK) Ltd,USD,2016-11-30,USD,4628.73,2022-01-25,3,USD,99.1797,104.6064,Global Fixed Income,"Bond, Cash, Others",Monthly,0.0617,4.0,0.02,0.011,USD,1000.0,1000.0,-0.0147,-0.0102,-0.0196,-0.0063,0.0506,0.0437,,0.0,0.5834,0.3776,0.368,0.0,0.039,0.0,0.0,0.8138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555,0.0,0.0,0.0,0.26,0.1007,0.0053,0.0863,0.0519,0.0396,0.0323,0.0011,0.0145,0.0326,0.0429,0.0105,0.0124,Corporate,United States
U62549,Fidelity Funds - Global Multi Asset Income Fund (A-MINCOME(G)-USD-CASH) U62549,9.309,Fidelity Investment Managers,USD,2013-03-27,USD,10357.07,2021-12-31,3,USD,9.285,9.958,Multi-Asset - Global,Value,"Stock, Bond, Cash, Others",0.0591,2.0,0.03,0.0125,USD,1000.0,1000.0,-0.0123,-0.019,-0.0317,-0.0064,0.0433,0.0424,,0.3427,0.4747,0.0604,0.0614,0.0,0.1222,0.092,0.0073,0.3577,0.0325,0.0194,0.0128,0.0241,0.0063,0.0133,0.0334,0.0052,0.1681,0.0411,0.0352,0.1071,0.0402,0.0002,0.0534,0.0213,0.0069,0.0594,0.0022,0.0225,0.0285,0.0054,0.0098,0.0001,Corporate,United States
U62548,Fidelity Funds - Global Multi Asset Income Fund (Class A-USD-Accumulation) U62548,14.05,Fidelity Investment Managers,USD,2013-03-27,USD,10357.07,2021-12-31,3,USD,13.99,14.65,Multi-Asset - Global,Value,"Stock, Bond, Cash, Others",0.0591,2.0,0.03,0.0125,USD,1000.0,1000.0,-0.0126,-0.0189,-0.0317,-0.0064,0.0434,0.0423,,0.3427,0.4747,0.0604,0.0614,0.0,0.1222,0.092,0.0073,0.3577,0.0325,0.0194,0.0128,0.0241,0.0063,0.0133,0.0334,0.0052,0.1681,0.0411,0.0352,0.1071,0.0402,0.0002,0.0534,0.0213,0.0069,0.0594,0.0022,0.0225,0.0285,0.0054,0.0098,0.0001,Corporate,United States
U62627,AB - European Income Portfolio (Class AA-AUD Hedged-MDIST Cash) U62627,11.96,AllianceBernstein Hong Kong Limited,AUD,2014-01-14,USD,2320.36,2022-01-25,4,AUD,11.96,12.72,European Fixed Income,"Bond, Cash, Others",Monthly,0.0452,,0.02,0.011,AUD,1500.0,1065.0,-0.0093999999999999,-0.005,-0.0147,-0.0074,0.0372,0.0368,,0.0,0.9245,0.0018,0.0018,0.0,0.0737,0.0,0.0,0.6973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.2952,0.0,0.0,0.1203,0.0017,0.0,0.116,0.0112,0.0229,0.6476,0.0,0.0,0.0,0.0049,0.0,0.0,Corporate,Eurozone
U61116,BlackRock Global High Yield Bond Fund (Euro - Hedge) (Class A2) U61116,18.03,BlackRock,EUR,2003-05-16,USD,2589.52,2021-12-31,4,EUR,18.03,18.72,High Yield Bond - Global,Value,"Stock, Bond, Cash, Others",0.0544,3.0,0.02,0.0125,EUR,850.0,952.0,-0.019,-0.0200999999999999,-0.0306,-0.0093,0.0366999999999999,0.0237999999999999,0.0383,0.0158,0.9483,0.0,0.0,0.2998,0.0453,0.0,0.0,0.9238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0148,0.0,0.0,0.5125,0.0687,0.0172,0.0607,0.0056,0.011,0.1862,0.0,0.0042,0.0201,0.0148,0.0071,0.0105,Corporate,United States
U62468,Schroder Asian Asset Income Fund (Class A-HKD-MDIST CASH) U62468,98.5983,Schroder Investment Management (HK) Ltd,HKD,2011-06-27,USD,3853.88,2022-01-24,3,HKD,99.1185,107.6054,Multi-Asset - Asia,Value,"Stock, Bond, Cash, Others",0.0576,4.0,0.03,0.0125,HKD,10000.0,1300.0,-0.0109,-0.0072,-0.0283999999999999,-0.013,0.0408,0.0438,0.0591,0.5663,0.3646,0.0525,0.0483,0.0042,0.0166,0.0737,0.124,0.3032,0.0113,0.0998,0.0361,0.0529,0.004,0.0261,0.0095,0.0,0.0778,0.015,0.1165,0.0007,0.0337,0.0001,0.0016,0.0006,0.0,0.0003,0.0083,0.0686,0.1625,0.0147,0.0048,0.0002,Corporate,Asia - Emerging
U62694,Value Partners High-Dividend Stocks Fund (A2-HKD-MDIST-CASH) U62694,11.0,Value Partners,HKD,2013-09-23,USD,1825.84,2022-01-25,5,HKD,10.74,12.06,Asia Pacific Ex-Japan Equity - Broad,Value,"Stock, Cash",0.1041,2.0,0.03,0.0125,HKD,10000.0,1300.0,0.0112,-0.0222,-0.0264,-0.0325,0.0941,0.079,,0.8967,0.0,0.1033,0.0,0.0,0.0,0.1406,0.1195,0.0,0.0251,0.0183,0.0331,0.1091,0.0205,0.0604,0.147,0.0,0.0,0.0239,0.1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.2863,0.6049,0.0,0.0,0.0,Technology,Asia - Emerging
U61117,BLACKROCK GLOBAL HIGH YIELD BOND FUND (CLASS A3-EUR HEDGED-MDIST CASH) U61117,5.01,BlackRock,EUR,2003-09-01,USD,2589.52,2021-12-31,4,EUR,5.01,5.28,High Yield Bond - Global,Value,"Stock, Bond, Cash, Others",0.0544,3.0,0.02,0.0125,EUR,850.0,952.0,-0.0186,-0.0203,-0.0306,-0.0086,0.0371,0.024,0.0382,0.0158,0.9483,0.0,0.0,0.2998,0.0453,0.0,0.0,0.9238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0148,0.0,0.0,0.5125,0.0687,0.0172,0.0607,0.0056,0.011,0.1862,0.0,0.0042,0.0201,0.0148,0.0071,0.0105,Corporate,United States
U61118,BLACKROCK GLOBAL HIGH YIELD BOND FUND (CLASS A3-EUR HEDGED-MDIST UNIT) U61118,5.01,BlackRock,EUR,2003-09-01,USD,2589.52,2021-12-31,4,EUR,5.01,5.28,High Yield Bond - Global,Value,"Stock, Bond, Cash, Others",0.0544,3.0,0.02,0.0125,EUR,850.0,952.0,-0.0186,-0.0203,-0.0306,-0.0086,0.0371,0.024,0.0382,0.0158,0.9483,0.0,0.0,0.2998,0.0453,0.0,0.0,0.9238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0148,0.0,0.0,0.5125,0.0687,0.0172,0.0607,0.0056,0.011,0.1862,0.0,0.0042,0.0201,0.0148,0.0071,0.0105,Corporate,United States
U62926,Schroder ISF - Global Credit Income (A-DIST-GBP Hedged-MF-C) U62926,97.0119,Schroder Investment Management (HK) Ltd,GBP,2016-11-30,USD,4628.73,2022-01-25,4,GBP,97.0119,101.7999,Global Fixed Income,"Bond, Cash, Others",Monthly,0.0506,3.0,0.02,0.011,GBP,650.0,871.0,-0.0149,-0.011,-0.0208,-0.0083,0.04,0.0317,,0.0,0.5834,0.3776,0.368,0.0,0.039,0.0,0.0,0.8138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555,0.0,0.0,0.0,0.26,0.1007,0.0053,0.0863,0.0519,0.0396,0.0323,0.0011,0.0145,0.0326,0.0429,0.0105,0.0124,Corporate,United States
U63054,SCHRODER ISF US DOLLAR BOND (A-RMBH-DIST-MFC-C) U63054,94.427,Schroder Investment Management (HK) Ltd,CNY,2020-10-15,USD,832.48,2022-01-25,2,CNY,94.4105,100.4887,US Fixed Income,"Bond, Cash, Others",Monthly,0.0,,0.02,0.0075,CNY,10000.0,1600.0,-0.0186,-0.0088,-0.0168,-0.0062,,,,0.0,0.8979,0.0,0.0,0.1014,0.1055,0.0,0.0,0.6149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1651,0.2101,0.0,0.0,0.646,0.0696,0.0138,0.0425,0.0063,0.0147,0.0726,0.0088,0.0009,0.0085,0.0095,0.0,0.0047,Corporate,United States
U62925,Schroder ISF - Global Credit Income (A-DIST-AUD Hedged-MFC-C) U62925,138.0525,Schroder Investment Management (HK) Ltd,AUD,2016-11-30,USD,4628.73,2022-01-25,4,AUD,138.0525,145.6942,Global Fixed Income,"Bond, Cash, Others",Monthly,0.0532,,0.02,0.011,AUD,1500.0,1065.0,-0.0148,-0.0113,-0.0212,-0.0093,0.0423,0.0394,,0.0,0.5834,0.3776,0.368,0.0,0.039,0.0,0.0,0.8138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555,0.0,0.0,0.0,0.26,0.1007,0.0053,0.0863,0.0519,0.0396,0.0323,0.0011,0.0145,0.0326,0.0429,0.0105,0.0124,Corporate,United States
U43050,BlackRock Global Allocation Fund (Class A2) U43050,72.54,BlackRock,USD,1997-01-03,USD,18612.62,2021-12-31,3,USD,72.54,78.71,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.1412,4.0,0.03,0.015,USD,1000.0,1000.0,-0.0573,-0.0663,-0.0613,-0.0246,0.1039,0.0707,0.0574,0.6403,0.1493,0.1883,0.0,0.2745,0.0221,0.0682,0.0085,0.0663,0.0853,0.0158,0.0393,0.0512,0.0288,0.0874,0.0662,0.0087,0.0236,0.0188,0.1216,0.0743,0.0166,0.0119,0.0243,0.0009,0.0204,0.0836,0.0143,0.0025,0.0224,0.004,0.0215,0.0012,Technology,Eurozone
U62520,HSBC GIF - GLOBAL HIGH YIELD BOND FUND (CLASS AM2-USD-MDIST-CASH) U62520,9.342,HSBC Global Asset Management  (Hong Kong) Limited,USD,2012-07-20,USD,1775.92,2022-01-25,4,USD,9.342,9.947,High Yield Bond - Global,"Bond, Cash, Others",Monthly,0.065,3.0,0.02,0.011,USD,1000.0,1000.0,-0.0141,-0.0162,-0.0278,-0.0073,0.0482,0.0389,,0.0,0.9421,0.052,0.0526,0.0,0.0059,0.0,0.0,0.8767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.0071,0.0,0.0,0.5939,0.0707,0.0162,0.0252,0.0188,0.0109,0.1108,0.0018,0.0054,0.0455,0.0108,0.0068,0.0253,Corporate,United States
U62535,JPM ASIA PACIFIC INCOME - A (MDIST CASH) - USD U62535,115.28,J.P. Morgan Asset Management,USD,2012-05-25,USD,2046.54,2022-01-25,3,USD,113.95,122.65,Multi-Asset - Asia,Value,"Stock, Bond, Cash, Others",0.0749,3.0,0.03,0.015,USD,1000.0,1000.0,0.0007,-0.001,-0.0107,-0.0132,0.0588,0.0537,,0.5678,0.3859,0.0248,0.0248,0.0,0.0215,0.1693,0.0338,0.3487,0.0003,0.0199,0.0273,0.0429,0.0146,0.0541,0.0266,0.0,0.0587,0.0376,0.1415,0.0027,0.0,0.0,0.0178,0.0,0.0,0.0,0.0814,0.0886,0.2973,0.0,0.0,0.0,Corporate,Asia - Emerging
U62155,HSBC Portfolios - World Selection 1 (AC) - USD U62155,15.335,HSBC Global Asset Management  (Hong Kong) Limited,USD,2009-10-19,USD,461.11,2022-01-25,1,USD,15.2636,15.8122,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.0571,4.0,0.03,0.01,USD,1000.0,1000.0,-0.0194,-0.0199,-0.0243,-0.0141,0.0407,0.0338,0.0345,0.1912,0.6456,0.1033,0.1007,0.0,0.0599,0.0397,0.0193,0.1992,0.0166,0.0046,0.0094,0.0141,0.0079,0.0199,0.0199,0.0402,0.4696,0.0104,0.0362,0.1036,0.0196,0.0085,0.0529,0.0011,0.0093,0.1908,0.0536,0.0079,0.024,0.0011,0.0782,0.0042,Government,Eurozone
U62614,HSBC Portfolios - World Selection 1 (AM-USD-MDIST-CASH) U62614,10.309,HSBC Global Asset Management  (Hong Kong) Limited,USD,2014-07-01,USD,461.11,2022-01-25,1,USD,10.309,10.6939,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.057,3.0,0.03,0.01,USD,1000.0,1000.0,-0.0195,-0.0199,-0.0243,-0.0141,0.0406,0.0337,,0.1912,0.6456,0.1033,0.1007,0.0,0.0599,0.0397,0.0193,0.1992,0.0166,0.0046,0.0094,0.0141,0.0079,0.0199,0.0199,0.0402,0.4696,0.0104,0.0362,0.1036,0.0196,0.0085,0.0529,0.0011,0.0093,0.1908,0.0536,0.0079,0.024,0.0011,0.0782,0.0042,Government,Eurozone
U62647,BlackRock Global Funds -  Global Allocation Fund (Class A2 SGD-H) U62647,16.85,BlackRock,SGD,2007-07-30,USD,18612.62,2021-12-31,3,SGD,16.85,18.29,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.1337,,0.03,0.015,SGD,1500.0,1110.0,-0.0571,-0.0665,-0.0623,-0.0254,0.0971,0.0626999999999999,0.0532,0.6403,0.1493,0.1883,0.0,0.2745,0.0221,0.0682,0.0085,0.0663,0.0853,0.0158,0.0393,0.0512,0.0288,0.0874,0.0662,0.0087,0.0236,0.0188,0.1216,0.0743,0.0166,0.0119,0.0243,0.0009,0.0204,0.0836,0.0143,0.0025,0.0224,0.004,0.0215,0.0012,Technology,Eurozone
U62905,HSBC GIF - INDIA FIXED INCOME (CLASS AM3O-EURH-MD-C) U62905,9.476,HSBC Global Asset Management  (Hong Kong) Limited,EUR,2018-08-29,USD,712.9,2022-01-25,3,EUR,9.418,10.115,Asian Fixed Income,"Bond, Cash, Others",Monthly,0.0251,,0.02,0.011,EUR,850.0,952.0,0.0002,0.0031,0.0024,-0.0127,0.0288,,,0.0,0.9582,0.0413,0.0394,0.0019,0.0005,0.0,0.0,0.1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9383,0.0199,0.0,0.0,Government,Asia - Emerging
U62751,AB FCP I-SHORT DURATION BOND PORTFOLIO (CLASS AA - HKD - MDIST CASH) U62751,87.87,AllianceBernstein Hong Kong Limited,HKD,2014-05-06,USD,524.13,2022-01-25,1,HKD,87.87,91.72,Short Duration Fund,Value,"Stock, Bond, Cash, Others",0.0074,1.0,0.02,0.0085,HKD,10000.0,1300.0,-0.0051,-0.0038,-0.0076,-0.0069,0.0045,0.0073,,0.0098,0.9704,0.0046,0.0046,0.0,0.0153,0.0,0.0,0.2798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1334,0.5723,0.0,0.0,0.3319,0.0143,0.056,0.046,0.0103,0.025,0.1839,0.1261,0.0112,0.0147,0.0,0.1394,0.0,Government,United States
U62646,BlackRock Global Funds -  Global Allocation Fund (Class A2 HKD-H) U62646,17.28,BlackRock,HKD,2012-06-13,USD,18612.62,2021-12-31,3,HKD,17.28,18.76,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.1381,4.0,0.03,0.015,HKD,10000.0,1300.0,-0.0578,-0.067,-0.0624,-0.0265,0.1012,0.0647,,0.6403,0.1493,0.1883,0.0,0.2745,0.0221,0.0682,0.0085,0.0663,0.0853,0.0158,0.0393,0.0512,0.0288,0.0874,0.0662,0.0087,0.0236,0.0188,0.1216,0.0743,0.0166,0.0119,0.0243,0.0009,0.0204,0.0836,0.0143,0.0025,0.0224,0.004,0.0215,0.0012,Technology,Eurozone
U62542,Value Partners High-Dividend Stocks Fund (A2-USD-MDIST Cash) U62542,12.01,Value Partners,USD,2012-09-28,USD,1825.84,2022-01-25,5,USD,11.72,13.19,Asia Pacific Ex-Japan Equity - Broad,Value,"Stock, Cash",0.1065,2.0,0.03,0.0125,USD,1000.0,1000.0,0.0123,-0.0233999999999999,-0.0281,-0.0352,0.0975,0.0783,,0.8967,0.0,0.1033,0.0,0.0,0.0,0.1406,0.1195,0.0,0.0251,0.0183,0.0331,0.1091,0.0205,0.0604,0.147,0.0,0.0,0.0239,0.1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.2863,0.6049,0.0,0.0,0.0,Technology,Asia - Emerging
U61763,AB - European Income Portfolio (Class A2-EUR) U61763,21.72,AllianceBernstein Hong Kong Limited,EUR,1999-02-26,USD,2320.36,2022-01-25,4,EUR,21.68,22.25,European Fixed Income,"Bond, Cash, Others",5.18%,0.038,4.0,0.02,0.011,EUR,850.0,952.0,-0.0105,-0.0069,-0.0181,-0.0132,0.0301,0.0227,0.0429,0.0,0.9245,0.0018,0.0018,0.0,0.0737,0.0,0.0,0.6973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.2952,0.0,0.0,0.1203,0.0017,0.0,0.116,0.0112,0.0229,0.6476,0.0,0.0,0.0,0.0049,0.0,0.0,Corporate,Eurozone
U62467,Schroder Asian Asset Income Fund (Class A-USD-MDIST CASH) U62467,9.8628,Schroder Investment Management (HK) Ltd,USD,2011-06-27,USD,3853.88,2022-01-24,3,USD,9.8628,10.8091,Multi-Asset - Asia,Value,"Stock, Bond, Cash, Others",0.0591,4.0,0.03,0.0125,USD,1000.0,1000.0,-0.0156,-0.0157,-0.0366999999999999,-0.0281,0.0382,0.0418,0.0581,0.5663,0.3646,0.0525,0.0483,0.0042,0.0166,0.0737,0.124,0.3032,0.0113,0.0998,0.0361,0.0529,0.004,0.0261,0.0095,0.0,0.0778,0.015,0.1165,0.0007,0.0337,0.0001,0.0016,0.0006,0.0,0.0003,0.0083,0.0686,0.1625,0.0147,0.0048,0.0002,Corporate,Asia - Emerging
U62645,BlackRock Global Funds -  Global Allocation Fund (Class A2 GBP-H) U62645,36.32,BlackRock,GBP,2005-12-01,USD,18612.62,2021-12-31,4,GBP,36.32,39.46,Multi-Asset - Global,Blend,"Stock, Bond, Cash, Others",0.1253,4.0,0.03,0.015,GBP,650.0,871.0,-0.0576,-0.0673,-0.0637,-0.0281,0.0892,0.0547,0.0489,0.6403,0.1493,0.1883,0.0,0.2745,0.0221,0.0682,0.0085,0.0663,0.0853,0.0158,0.0393,0.0512,0.0288,0.0874,0.0662,0.0087,0.0236,0.0188,0.1216,0.0743,0.0166,0.0119,0.0243,0.0009,0.0204,0.0836,0.0143,0.0025,0.0224,0.004,0.0215,0.0012,Technology,Eurozone
U62879,JPM Asia Pacific Income A (IRC-MD-C) - NZDH U62879,9.63,J.P. Morgan Asset Management,NZD,2013-11-27,USD,2046.54,2022-01-25,4,NZD,9.53,10.29,Multi-Asset - Asia,Value,"Stock, Bond, Cash, Others",0.0651,,0.03,0.015,NZD,1500.0,990.0,0.0008,-0.0007,-0.0123,-0.0166,0.0494,0.0481,,0.5678,0.3859,0.0248,0.0248,0.0,0.0215,0.1693,0.0338,0.3487,0.0003,0.0199,0.0273,0.0429,0.0146,0.0541,0.0266,0.0,0.0587,0.0376,0.1415,0.0027,0.0,0.0,0.0178,0.0,0.0,0.0,0.0814,0.0886,0.2973,0.0,0.0,0.0,Corporate,Asia - Emerging
U42393,INVESCO Global Small Cap Equity Fund (Class A) U42393,204.46,INVESCO Asset Management Asia Limited,USD,2018-09-07,USD,292.54,2021-11-30,4,USD,202.86,233.83,Global Equity - Small Cap,Blend,"Stock, Cash, Others",0.1928,3.0,0.03,0.015,USD,1000.0,1000.0,-0.0729,-0.0929,-0.0843999999999999,-0.0304,0.1299,0.0924,0.0948,0.9831,0.0,0.0063,0.0,0.0,0.0105,0.151,0.0407,0.0,0.0912,0.0198,0.0612,0.0194,0.014,0.1812,0.2022,0.0,0.0,0.0318,0.1704,0.4248,0.0284,0.0168,0.0794,0.0069,0.0355,0.1471,0.0051,0.0537,0.0626,0.0037,0.113,0.0059,Industrials,United States
U62463,HSBC GIF - Russia Equity (CLASS AD -HKD) U62463,7.336,HSBC Global Asset Management  (Hong Kong) Limited,HKD,2011-06-01,USD,109.02,2022-01-25,5,HKD,7.25,10.638,Single Market Equity - Others,Value,"Stock, Cash, Others",0.1774,3.0,0.03,0.0175,HKD,10000.0,1300.0,-0.1779,-0.3073,-0.1816,-0.0424,0.0624,0.0554,0.0144999999999999,0.9553,0.0,0.0332,0.0,0.0,0.0115,0.1566,0.0,0.0,0.0,0.0,0.2392,0.0696,0.3425,0.0579,0.0125,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.8913,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,Energy,Europe - Emerging
U61765,AB - European Income Portfolio (Class AT-EUR-MDIST Cash) U61765,6.67,AllianceBernstein Hong Kong Limited,EUR,2003-10-09,USD,2320.36,2022-01-25,4,EUR,6.67,6.98,European Fixed Income,"Bond, Cash, Others",Monthly,0.0379,4.0,0.02,0.011,EUR,850.0,952.0,-0.0106,-0.0066,-0.0187,-0.0139999999999999,0.0302,0.0229,0.0429,0.0,0.9245,0.0018,0.0018,0.0,0.0737,0.0,0.0,0.6973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.2952,0.0,0.0,0.1203,0.0017,0.0,0.116,0.0112,0.0229,0.6476,0.0,0.0,0.0,0.0049,0.0,0.0,Corporate,Eurozone
U62517,HSBC GIF - GLOBAL HIGH YIELD BOND FUND (CLASS AM3-AUDH-MDIST-CASH) U62517,9.256,HSBC Global Asset Management  (Hong Kong) Limited,AUD,2012-07-20,USD,1775.92,2022-01-25,4,AUD,9.256,9.87,High Yield Bond - Global,"Bond, Cash, Others",Monthly,0.0553,,0.02,0.011,AUD,1500.0,1065.0,-0.0143,-0.0174,-0.0299,-0.0116,0.0389,0.033,,0.0,0.9421,0.052,0.0526,0.0,0.0059,0.0,0.0,0.8767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.0071,0.0,0.0,0.5939,0.0707,0.0162,0.0252,0.0188,0.0109,0.1108,0.0018,0.0054,0.0455,0.0108,0.0068,0.0253,Corporate,United States
U62956,Allianz HKD Income (Class AM-HKD-MD-C) U62956,9.78,Allianz Global Investors Asia Pacific Limited,HKD,2013-03-01,USD,540.78,2022-01-25,1,HKD,9.76,10.13,Asian Fixed Income,"Bond, Cash, Others",Monthly,0.0241,3.0,0.02,0.01,HKD,10000.0,1300.0,-0.0062,-0.0064,-0.0166,-0.0113,0.0199,0.0192,,0.0,0.7273,0.2267,0.2267,0.0,0.046,0.0,0.0,0.6786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947,0.0,0.0,0.0018,0.0,0.0,0.0596,0.0,0.0018,0.0036,0.0094,0.4722,0.1704,0.0,0.0064,0.0,Corporate,Asia - Developed
